,ann_return,ann_vol,sharpe,max_drawdown,terminal_value
AMAN_net,4.38%,0.10109803022532976,0.42443996443596804,-0.252437588,2.271233117075723
AMAN_LSTM_net,4.06%,0.096159131,0.41409373413907874,-0.23549466,2.1466019565481895
AMAN_XGB_net,4.35%,0.099125073,0.42977523265418754,-0.252437588,2.265825691555755
AMAN_ENS_net,4.19%,0.09906135,0.4140862215441087,-0.217576091,2.1896376972611864
EW_net,5.83%,0.12993787059910172,0.43610754997082135,-0.380060282,2.8480076873347935
60_40_net,4.50%,0.12015255218054496,0.36634760836918534,-0.374657893,2.2226456502303984
