Date,AMAN_gross,AMAN_net
2004-11-19,0.9951213388948926,0.9950816563552102
2004-11-22,0.9989228767730683,0.9988435552718155
2004-11-23,0.9993922879135815,0.9992732924887643
2004-11-24,1.0058595598822604,1.00570014071162
2004-11-25,1.0058595598822604,1.0056602319758774
2004-11-26,1.0069981567319555,1.006758696041488
2004-11-29,1.0052765016705583,1.0049974996418234
2004-11-30,1.0037311614233064,1.0034127074314363
2004-12-01,1.0144851488472602,1.014123464971009
2004-12-02,1.010223187267416,1.0098227798695152
2004-12-03,1.0189500331740025,1.0185060945112192
2004-12-06,1.0170711375262127,1.0165876005568055
2004-12-07,1.011195614947532,1.0106745305470994
2004-12-08,1.009343198967505,1.0087829630128906
2004-12-09,1.0091650963892118,1.0085649282204747
2004-12-10,1.007839048040231,1.0071996460779
2004-12-13,1.014392896331039,1.013709368179689
2004-12-14,1.013679294824725,1.0129560209570982
2004-12-15,1.018230659849328,1.0174639418537872
2004-12-16,1.0119694575959621,1.011167078672877
2004-12-17,1.0144336414322588,1.013589183008477
2004-12-20,1.0165560762063568,1.0156696291831255
2004-12-21,1.0216074305742144,1.020676274369299
2004-12-22,1.022792378314239,1.0218196390478962
2004-12-23,1.023636026244009,1.0226219362175553
2004-12-24,1.023636026244009,1.022581355981991
2004-12-27,1.0234016694219208,1.0223066619966348
2004-12-28,1.0261257542251465,1.024987264390577
2004-12-29,1.0229195100218251,1.0217439034277493
2004-12-30,1.0251047484482796,1.023886085041027
2004-12-31,1.0253840384458106,1.0241244126132645
2005-01-03,1.0173099579750449,1.0160196108323982
2005-01-04,1.0052743330873413,1.0039589335885706
2005-01-05,0.9970780889345496,0.9957335745650012
2005-01-06,0.9973861866010418,0.9960017435387433
2005-01-07,0.9941270148627702,0.9927075718842554
2005-01-10,0.9958311084832717,0.994369839193543
2005-01-11,0.9936933041333327,0.9921957127085977
2005-01-12,0.9971445044992158,0.9956023389377047
2005-01-13,0.994628243387445,0.9930504614002982
2005-01-14,0.9976726220411338,0.9960506039819783
2005-01-17,0.9976726220411338,0.99601107816436
2005-01-18,1.0017817035330405,1.0000737920608878
2005-01-19,0.9976301235279597,0.9958896045082305
2005-01-20,0.9947599648750335,0.9929849338592762
2005-01-21,0.997218716731034,0.9953998942005587
2005-01-24,0.9956931091805997,0.9938375692027636
2005-01-25,0.9893677092391583,0.9874845190637844
2005-01-26,0.993900195231662,0.9919691919020397
2005-01-27,0.9924899174435412,0.9905222902214497
2005-01-28,0.9937049472765292,0.991695604798166
2005-01-31,0.9935442743539596,0.9914959037675476
2005-02-01,0.996802457770572,0.9947080247762832
2005-02-02,1.0002108042517701,0.9980697372644429
2005-02-03,0.99660671123513,0.9944337532840748
2005-02-04,1.002500716051608,1.0002754454117848
2005-02-07,0.999724461337818,0.9974656597353609
2005-02-08,1.0005823930019588,0.9982820709973466
2005-02-09,1.0010678304646319,0.9987267780796035
2005-02-10,1.0062740856774204,1.003881226162165
2005-02-11,1.0113275003653566,1.008882787576002
2005-02-14,1.0153034950345494,1.0128091359208498
2005-02-15,1.0181545512336088,1.0156129969144598
2005-02-16,1.01665993152382,1.0140818060255483
2005-02-17,1.015837415344168,1.013221134305027
2005-02-18,1.0144126796661328,1.0117598608343268
2005-02-21,1.0144126796661328,1.0117197116335
2005-02-22,1.009023154965829,1.0063043469323676
2005-02-23,1.009278533600926,1.0065191047387818
2005-02-24,1.0103278662751614,1.0075256272393844
2005-02-25,1.0186684431909885,1.0158030896076837
2005-02-28,1.0151010300649626,1.0122054014054251
2005-03-01,1.0179185276515266,1.0149746950520893
2005-03-02,1.015048577923528,1.0120727684795374
2005-03-03,1.014896809702244,1.0118812835780842
2005-03-04,1.0276393130380128,1.0245457715561226
2005-03-07,1.0283212817369245,1.0251850307206365
2005-03-08,1.0286290709283923,1.025451199247986
2005-03-09,1.0179762034304924,1.014790550470234
2005-03-10,1.0216731406558515,1.0184356490403823
2005-03-11,1.0181108436411546,1.0148442261674115
2005-03-14,1.0202255811170342,1.0169119068934784
2005-03-15,1.0167591017299245,1.013416332921583
2005-03-16,1.0144624251669536,1.0110869921403334
2005-03-17,1.0153134382016,1.0118950510893878
2005-03-18,1.0133963487288935,1.00994426156432
2005-03-21,1.0059635228853363,1.0024966781403895
2005-03-22,0.9944835482526913,0.9910164852463001
2005-03-23,0.9923673271136184,0.9888683158273686
2005-03-24,0.9929961314653835,0.9894556622569048
2005-03-25,0.9929961314653835,0.9894163981433232
2005-03-28,0.9923386057748707,0.9887219802657014
2005-03-29,0.9899494894937215,0.9863023362338857
2005-03-30,0.9976849190166325,0.993970128051477
2005-03-31,0.9987304107681442,0.9949722837484897
2005-04-01,0.9969549654333044,0.993164036217513
2005-04-04,0.9953481991687664,0.9915239684232459
2005-04-05,0.997159187927572,0.9932886529866783
2005-04-06,1.0009019402150139,0.9969774613336945
2005-04-07,1.0035672567339287,0.9995927647023204
2005-04-08,1.001340195788043,0.9973348573497588
2005-04-11,1.0034554612232394,0.9994020849903629
2005-04-12,1.009024421734991,1.0049088913288835
2005-04-13,1.0051278491407099,1.0009883344351629
2005-04-14,0.9957206468041978,0.9915801529256202
2005-04-15,0.9937011159783009,0.9895296714730972
