Date,AMAN_gross_nav,AMAN_net_nav
2009-06-19,1321698.9959052063,1021615.3913546021
2009-06-22,1315481.0220425383,1016728.0895172912
2009-06-23,1320372.326533508,1020427.8593095371
2009-06-24,1321721.8905202404,1021389.8611213604
2009-06-25,1336208.4651583612,1032503.6197983421
2009-06-26,1336947.9446722781,1032993.0793757408
2009-06-29,1336537.7572999133,1032594.1644480758
2009-06-30,1328529.0387568423,1026324.7659077377
2009-07-01,1336918.3129359058,1032724.2537211616
2009-07-02,1330888.950850713,1027984.8128583092
2009-07-03,1330888.950850713,1027903.2267620506
2009-07-06,1327756.1104298497,1025402.0186846674
2009-07-07,1330025.2068046136,1027073.0196435967
2009-07-08,1327134.655307268,1024759.3621602979
2009-07-09,1325029.3286948106,1023052.384535645
2009-07-10,1329671.1585116514,1026555.1370342053
2009-07-13,1331817.480146523,1028130.7038052652
2009-07-14,1331971.47093296,1028167.98327231
2009-07-15,1333843.50475313,1029531.4325361847
2009-07-16,1335963.7452342648,1031086.2381800406
2009-07-17,1331101.8792185185,1027252.0562523358
2009-07-20,1343317.0821295825,1036597.3742228851
2009-07-21,1349749.1116034358,1041478.5082064897
2009-07-22,1348004.8898855527,1040049.9940763597
2009-07-23,1340171.8418246906,1033923.8806656986
2009-07-24,1342665.9663191254,1035766.0054694489
2009-07-27,1341691.7711379076,1034932.2833641086
2009-07-28,1331584.9276639093,1027054.0940464773
2009-07-29,1325451.7887377383,1022242.0796065185
2009-07-30,1331157.7200742671,1026561.5945307276
2009-07-31,1350435.6144717897,1041346.8390683188
2009-08-03,1347021.5094316127,1038631.510525293
2009-08-04,1350887.0536021118,1041529.6376346885
2009-08-05,1347759.0124700926,1039035.2667516903
2009-08-06,1346479.2222365385,1037966.1679130167
2009-08-07,1335974.9863409114,1029786.3446206675
2009-08-10,1334431.1004067776,1028514.5688241064
2009-08-11,1338066.1227272009,1031234.6390354903
2009-08-12,1337356.36368416,1030605.7905762149
2009-08-13,1348124.3289500196,1038822.1043278032
2009-08-14,1345038.1860455824,1036361.573706566
2009-08-17,1339593.575030118,1032084.2109326466
2009-08-18,1340531.8713971854,1032725.2059596232
2009-08-19,1346463.6452500895,1037212.9912953294
2009-08-20,1346344.8444446726,1037039.1577161269
2009-08-21,1349561.5919713224,1039434.5935192693
2009-08-24,1344300.2177292462,1035299.7794762211
2009-08-25,1349130.56937415,1038937.6613153387
2009-08-26,1350234.9389627418,1039705.658217134
2009-08-27,1351298.1566259214,1040441.8389887408
2009-08-28,1357786.0307293115,1045354.6500692776
2009-08-31,1356393.456429366,1044199.5473993378
2009-09-01,1361783.7887916768,1048266.3424868456
2009-09-02,1382106.277018625,1063826.8785765509
2009-09-03,1388754.0149848806,1068859.3064288949
2009-09-04,1385089.812557006,1065954.3103178297
2009-09-07,1385089.812557006,1065869.7107693919
2009-09-08,1382785.28241547,1064011.7102809495
2009-09-09,1380909.6903295422,1062484.053174598
2009-09-10,1390474.7304159584,1069759.1549573124
2009-09-11,1400205.527829382,1077160.6243795622
2009-09-14,1390285.822617453,1069444.0301159555
2009-09-15,1395512.79426558,1073379.876203627
2009-09-16,1402103.2677120634,1078363.8501449819
2009-09-17,1401561.6378222045,1077861.6957586817
2009-09-18,1393089.7438746027,1071260.8972441657
2009-09-21,1390442.5132150894,1069140.2038873737
2009-09-22,1401533.664799991,1077583.5689132013
2009-09-23,1397161.2085462464,1074136.238458938
2009-09-24,1390021.2328599703,1068561.7828801735
2009-09-25,1388903.466753625,1067617.7073975974
2009-09-28,1390466.6909146395,1068734.589793653
2009-09-29,1392888.170192148,1070510.9566839654
2009-09-30,1403566.5664448712,1078632.928711656
2009-10-01,1402030.4958646477,1077366.8614134896
2009-10-02,1405165.7690374458,1079690.6042851629
2009-10-05,1415446.120935633,1087504.0532881825
2009-10-06,1430598.554043107,1099059.5376288607
2009-10-07,1435722.6905284773,1102908.9364108786
2009-10-08,1442076.6811895391,1107702.4810105208
2009-10-09,1429588.4883400393,1098022.0115034985
2009-10-12,1436695.1291113063,1103393.2544412413
2009-10-13,1443189.0339908092,1108293.0540025127
2009-10-14,1437710.0546592223,1103997.527110185
2009-10-15,1426249.3026020585,1095109.3563749976
2009-10-16,1421343.536451,1090799.4630842349
2009-10-19,1433490.45368168,1100034.952448232
2009-10-20,1427465.763709592,1095324.4086855482
2009-10-21,1422791.2314401625,1091650.611560529
2009-10-22,1429598.9751847167,1096787.2811857853
2009-10-23,1417955.1508590088,1087767.1011265244
2009-10-26,1403642.9241955734,1076701.3192566081
2009-10-27,1403407.855066921,1076435.5507970154
2009-10-28,1386693.816344243,1063530.1929561053
2009-10-29,1407218.964454274,1079187.6276325376
2009-10-30,1393849.4039001127,1068848.943501794
2009-11-02,1400834.7266642132,1074120.6863405765
2009-11-03,1408970.6143607297,1080273.8086262187
2009-11-04,1409908.9424646716,1080907.4994481306
2009-11-05,1419774.0293849497,1088384.7876845824
2009-11-06,1422079.1250956943,1090065.4716086797
2009-11-09,1442237.18206228,1105430.7019734194
2009-11-10,1441254.591381389,1104589.8436649733
2009-11-11,1450552.4603396931,1111628.144084359
2009-11-12,1439439.3364891037,1103023.3981107967
2009-11-13,1450509.870252409,1111419.060733438
2009-11-16,1468560.0991897464,1123615.8689265777
2009-11-17,1467620.1693030037,1122807.539563195
2009-11-18,1468040.2258616555,1123039.7934774293
2009-11-19,1458506.954364641,1115657.7819381326
2009-11-20,1457085.6395396413,1114482.029315764
2009-11-23,1468539.0387721118,1123153.9471909902
2009-11-24,1470453.093719716,1124346.1314987412
2009-11-25,1481518.2786346637,1131043.3236822335
2009-11-26,1481518.2786346637,1130953.558339084
2009-11-27,1465980.1685336921,1119002.4001212744
2009-11-30,1474115.7788203715,1125123.6112740084
2009-12-01,1486507.5609803798,1133802.5714200577
2009-12-02,1491839.6834179717,1136984.1559057613
2009-12-03,1483969.50633101,1130895.7768067888
2009-12-04,1471676.2314282367,1121437.6280608983
2009-12-07,1467660.6302309618,1118288.6814634823
2009-12-08,1456577.5783284146,1109755.1617741869
2009-12-09,1455715.8141136721,1109010.514495108
2009-12-10,1455555.29825198,1108800.21170908
2009-12-11,1451758.0073796087,1105819.5445924685
2009-12-14,1460149.3521393922,1112123.5578607775
2009-12-15,1452176.1887301118,1105531.2242487543
2009-12-16,1464331.2378711337,1114697.0346301435
2009-12-17,1431337.5004566805,1089492.6500032519
2009-12-18,1442910.6804022517,1098215.351717085
2009-12-21,1442209.947239777,1097594.8559723992
2009-12-22,1444534.363401127,1099276.7437615595
2009-12-23,1452581.4521439448,1105313.2566380904
2009-12-24,1467008.2068366485,1116203.2883038127
2009-12-25,1467008.2068366485,1116114.700741249
2009-12-28,1471254.1038784743,1119256.4416787657
2009-12-29,1463342.0403421065,1113148.5101009028
2009-12-30,1459646.8927294575,1110249.3060388325
2009-12-31,1451342.410518417,1103844.5635769456
2010-01-01,1451342.410518417,1103756.9568655505
2010-01-04,1477890.124466007,1123859.0957560367
2010-01-05,1478681.169207058,1124371.449251994
2010-01-06,1488144.2436297734,1131477.8218639276
2010-01-07,1487818.645456557,1131140.4606102665
2010-01-08,1493002.6292295943,1134991.9029813271
2010-01-11,1504268.6105955343,1142169.8780558878
2010-01-12,1482082.497941547,1125233.628138583
2010-01-13,1497722.322515224,1136974.3994142513
2010-01-14,1503466.9350469296,1141245.1034829756
2010-01-15,1486153.495855685,1128012.3187986705
2010-01-18,1486153.495855685,1127922.7940114643
2010-01-19,1502749.067697067,1140428.559260637
2010-01-20,1476002.730974014,1120040.3913112977
2010-01-21,1446775.082649119,1097772.5790969187
2010-01-22,1423446.9411811999,1079984.7112144055
2010-01-25,1432689.9903804183,1086911.8003276568
2010-01-26,1427090.205252215,1082577.2544830523
2010-01-27,1426839.1967001578,1082300.9229182864
2010-01-28,1413815.8005209714,1072336.38395762
2010-01-29,1400816.171928578,1062391.4540679813
2010-02-01,1426950.5769727547,1082127.7027051842
2010-02-02,1444110.0957845857,1095054.737430257
2010-02-03,1432922.2668173127,1086484.205677934
2010-02-04,1380185.4887226191,1046411.3858842348
2010-02-05,1385595.8218142944,1050430.2745249302
2010-02-08,1368703.3594222977,1037540.6083888692
2010-02-09,1389088.2460228314,1052910.9531146297
2010-02-10,1385413.7230416872,1050042.1477828755
2010-02-11,1402188.708336056,1062623.5267324643
2010-02-12,1401530.3285245644,1062040.2502174994
2010-02-15,1401530.3285245644,1061955.961308752
2010-02-16,1431788.9435777382,1084798.9864640278
2010-02-17,1435658.3781778233,1087644.5794935094
2010-02-18,1446625.132046589,1095866.5932503324
2010-02-19,1444003.0009497947,1093793.2683002746
2010-02-22,1444108.8529265663,1093786.6393238937
2010-02-23,1427491.3810090076,1081113.5436661548
2010-02-24,1434984.197179299,1086702.4407952651
2010-02-25,1436280.789049272,1087598.0935709123
2010-02-26,1442214.3741889277,1092004.8781227139
2010-03-01,1452161.196448297,1099449.6700693357
2010-03-02,1461415.569665165,1106369.0155614926
2010-03-03,1467356.8141377405,1110779.0453439804
2010-03-04,1467002.178993199,1110422.4319045173
2010-03-05,1488030.34825641,1126251.2194106341
2010-03-08,1487767.7991125241,1125963.1178187884
2010-03-09,1487841.2208407526,1125929.3222395908
2010-03-10,1489830.9189373208,1127345.6741304013
2010-03-11,1495301.2618552616,1131395.5762879527
2010-03-12,1498135.9697363342,1133413.3803016313
2010-03-15,1496422.8880464786,1132027.3964929793
2010-03-16,1518716.8881601482,1147476.1500445672
2010-03-17,1525864.2822587683,1151723.5014681823
2010-03-18,1524157.3719792638,1150343.717685485
2010-03-19,1508128.7098845355,1138154.9356972934
2010-03-22,1514201.0233245722,1142647.26090063
2010-03-23,1521106.8160401406,1147767.827943848
2010-03-24,1508292.9554469378,1138007.8962363827
2010-03-25,1509588.394842832,1138894.9879133778
2010-03-26,1516740.7980501591,1144200.6638012717
2010-03-29,1524386.2472435762,1149877.4369610075
2010-03-30,1521826.921557694,1147855.622261239
2010-03-31,1519540.4808100408,1146039.9481317895
2010-04-01,1534913.4007208035,1156379.3196905926
2010-04-02,1534913.4007208035,1156287.543554109
2010-04-05,1548586.1450967847,1164472.4920284604
2010-04-06,1556755.8944042616,1169313.2071187072
2010-04-07,1548620.8405722356,1163109.9886366513
2010-04-08,1550933.4136333659,1164754.563654697
2010-04-09,1566690.3347856859,1175059.1269211594
2010-04-12,1564280.6585481819,1173124.0160991678
2010-04-13,1571590.0244449226,1177821.8504713364
2010-04-14,1583510.5807343167,1184894.1186723046
2010-04-15,1576393.5317829782,1179474.6022874273
2010-04-16,1544655.2677310412,1155634.082528392
2010-04-19,1546744.7723913218,1157105.6287793375
2010-04-20,1559959.973021917,1166899.9658194743
2010-04-21,1565675.007162257,1171082.3830825419
2010-04-22,1567600.6133837677,1172429.741192284
2010-04-23,1582613.7221421183,1183565.198694746
2010-04-26,1582350.805762744,1183274.6416841256
2010-04-27,1551986.9136070444,1160474.7523494079
2010-04-28,1555701.1743884848,1163159.9335272408
2010-04-29,1582273.318773514,1182934.965370466
2010-04-30,1562456.7680503696,1168025.884758098
2010-05-03,1583824.4384555663,1183906.7412179387
2010-05-04,1547436.0277494665,1156612.4899221796
2010-05-05,1534124.415110853,1146571.0901509086
2010-05-06,1500443.2216420078,1121307.5038777005
2010-05-07,1486563.5845117196,1110846.0152515976
2010-05-10,1547686.6739943372,1156432.549262549
2010-05-11,1551479.5393767355,1158708.380509588
2010-05-12,1560877.5040996268,1165635.2039890462
2010-05-13,1551450.2267364836,1158502.5723372386
2010-05-14,1537845.456767095,1148251.6417708343
2010-05-17,1535267.07596663,1146235.3302519687
2010-05-18,1526866.9274414699,1139872.7813235363
2010-05-19,1519320.2474953958,1134148.3893746277
2010-05-20,1496153.960603225,1116765.1130539877
2010-05-21,1510502.2201098779,1127386.3650932307
2010-05-24,1501193.657683815,1120349.3024752212
2010-05-25,1505292.5530725499,1123319.4146349072
2010-05-26,1501111.8575980498,1120110.4326144177
2010-05-27,1526869.7797942536,1139241.7664370593
2010-05-28,1520053.6828258715,1134065.6630566455
2010-05-31,1520053.6828258715,1133975.6578452918
2010-06-01,1512026.2828921354,1127897.1369878538
2010-06-02,1524849.7598997306,1137373.3036101172
2010-06-03,1520372.027640926,1133943.1310223495
2010-06-04,1501812.304624455,1120010.6877364148
2010-06-07,1501529.220535512,1119710.6816006803
2010-06-08,1508337.4954785572,1124698.8385331596
2010-06-09,1506191.2530850226,1122961.2291014341
2010-06-10,1519209.4710539402,1132578.0134056492
2010-06-11,1529128.9470714915,1139883.1436415166
2010-06-14,1530361.7139731618,1140711.637950923
2010-06-15,1547580.5011800516,1153455.7644202956
2010-06-16,1545225.5100868994,1151608.9784687026
2010-06-17,1553426.2560947968,1157629.344340786
2010-06-18,1553887.4834038974,1157881.1803664798
2010-06-21,1545386.430150863,1151454.7146876808
2010-06-22,1539990.3895863576,1147342.7839633052
2010-06-23,1541930.8774230608,1148697.4513828713
2010-06-24,1531012.1030673163,1140472.0887243962
2010-06-25,1541812.2286566668,1148426.7379785297
2010-06-28,1538016.336428151,1145508.203224689
2010-06-29,1520957.1707186492,1132711.6938437917
2010-06-30,1517307.936920135,1129904.0799857923
2010-07-01,1506904.1975775887,1122066.9813195562
2010-07-02,1504527.3076846807,1120208.0549769502
2010-07-05,1504527.3076846807,1120119.1495757615
2010-07-06,1503091.7248634214,1118961.46118555
2010-07-07,1526040.6729197989,1135956.7674362315
2010-07-08,1527956.6914215067,1137152.9726820183
2010-07-09,1535040.3202877122,1142334.579736161
2010-07-12,1533246.2640554183,1140908.8311990083
2010-07-13,1542946.260481583,1148036.178558751
2010-07-14,1544721.869757053,1149266.214728754
2010-07-15,1547188.0033721116,1151009.7955878845
2010-07-16,1530753.3325073526,1138692.092302911
2010-07-19,1529809.3891804384,1137899.5422488307
2010-07-20,1540611.6970569133,1145844.1822621226
2010-07-21,1533880.1192510058,1140746.5690664274
2010-07-22,1547825.9276164374,1151027.5306182788
2010-07-23,1548022.9654515674,1151082.704730094
2010-07-26,1553623.5920712913,1155155.876606749
2010-07-27,1543940.8647299265,1147864.860839589
2010-07-28,1545348.9304848223,1148820.6070259267
2010-07-29,1545509.8200751438,1148849.0369636985
2010-07-30,1554719.7969509764,1155604.0608847712
2010-08-02,1566181.740745862,1164031.8678143295
2010-08-03,1567539.8551723338,1164948.874514894
2010-08-04,1570998.9458096991,1167427.1112626235
2010-08-05,1572294.9929086044,1168297.5655967465
2010-08-06,1577807.5504791988,1172163.3968782371
2010-08-09,1579748.6475201468,1173512.4215376542
2010-08-10,1579570.8208829483,1173287.1875483897
2010-08-11,1562809.5206558772,1160743.96690553
2010-08-12,1561648.155332346,1159789.2646523635
2010-08-13,1562920.01717011,1160641.7915401056
2010-08-16,1571605.7914954033,1166999.829751542
2010-08-17,1577184.827372037,1171049.9378271473
2010-08-18,1578420.972004133,1171874.8270670564
2010-08-19,1570400.7697188673,1165827.342993106
2010-08-20,1563897.2252437822,1160906.7437460767
2010-08-23,1562060.9847652852,1159451.536650849
2010-08-24,1561945.0963703082,1159273.497653189
2010-08-25,1565574.5130344685,1161875.2398656546
2010-08-26,1564668.1707810832,1161110.3948378132
2010-08-27,1567545.6980442249,1163153.6012964058
2010-08-30,1564674.1542368461,1160930.5384596616
2010-08-31,1572579.4942934422,1166703.8719954966
2010-09-01,1586053.312960893,1176607.5637391843
2010-09-02,1590484.8550304812,1179801.7046647845
2010-09-03,1592891.8326205239,1181493.5353772629
2010-09-06,1592891.8326205239,1181260.646423369
2010-09-07,1594361.1461947735,1182256.5127557854
2010-09-08,1595197.5885178396,1182782.9246467398
2010-09-09,1585090.0350830301,1175194.6574963043
2010-09-10,1586462.003624033,1176118.5732634508
2010-09-13,1595942.686798721,1183053.7049131952
2010-09-14,1606714.2839819063,1189734.5606594854
2010-09-15,1607135.775185191,1189908.7055041026
2010-09-16,1606069.75688074,1189024.9980517507
2010-09-17,1607988.5207306088,1190262.6638699498
2010-09-20,1620976.934656457,1197878.5018480385
2010-09-21,1627438.4149264037,1201622.3984161648
2010-09-22,1624714.7124544487,1199515.9804085142
2010-09-23,1618281.389633094,1194671.1016163677
2010-09-24,1628700.6178356006,1202138.9755585915
2010-09-27,1629860.499110402,1202747.5331491893
2010-09-28,1637931.6485046938,1207436.020201922
2010-09-29,1634447.7894020688,1204771.9913906935
2010-09-30,1633171.3759219043,1203735.5141602166
2010-10-01,1639335.447056309,1208033.7904025037
2010-10-04,1639737.3861769645,1208194.0424657923
2010-10-05,1658337.6974439758,1219072.2349878214
2010-10-06,1664133.9077256143,1222403.5477521513
2010-10-07,1660303.2338812556,1219492.677931173
2010-10-08,1667326.1280447072,1224124.0762390338
2010-10-11,1670356.2720160887,1225826.1005221591
2010-10-12,1669934.0392692978,1225418.9483498754
2010-10-13,1681841.343898862,1232412.7603056072
2010-10-14,1678310.8025144464,1229727.8542212548
2010-10-15,1672231.6149843012,1225175.9291082544
2010-10-18,1682000.8143965886,1232236.1870524134
2010-10-19,1663508.09033517,1218590.5946007513
2010-10-20,1675335.300951275,1227157.8170536833
2010-10-21,1665858.5063126506,1220118.8145652164
2010-10-22,1667665.3928604533,1221345.3912195335
2010-10-25,1672604.5732211624,1224865.7585325504
2010-10-26,1666571.2046399224,1220350.24828098
2010-10-27,1655560.9790499085,1212191.134383382
2010-10-28,1663876.2919007714,1218183.3474943342
2010-10-29,1671771.1174054032,1223866.7504135014
2010-11-01,1670423.3589797518,1222782.9539241819
2010-11-02,1678751.9136107906,1228782.5744574133
2010-11-03,1680137.1347172663,1229551.4283584491
2010-11-04,1713522.375838532,1249591.1139195175
2010-11-05,1714235.1227498418,1249927.592986873
2010-11-08,1716157.1701803731,1250969.3949808322
2010-11-09,1692233.457945771,1233431.2475053149
2010-11-10,1703786.8276442662,1241754.3497843533
2010-11-11,1700196.4187475424,1239039.0351250197
2010-11-12,1676003.7322277003,1221309.981070629
2010-11-15,1661926.4735764312,1210954.9024163843
2010-11-16,1646606.2301709445,1199695.7716382
2010-11-17,1645648.3790021352,1198902.6798493834
2010-11-18,1660129.6585932274,1209357.5619673373
2010-11-19,1663393.3828323593,1211639.1121249907
2010-11-22,1668841.6304146391,1215511.5303820684
2010-11-23,1661821.9027473752,1210302.197437186
2010-11-24,1665261.3450491522,1212711.0819592017
2010-11-25,1665261.3450491522,1212614.8350479351
2010-11-26,1657719.1172633364,1207026.4744758047
2010-11-29,1659187.347562288,1207999.7336819707
2010-11-30,1661800.8495038655,1209806.6654874522
2010-12-01,1666061.5296347197,1212812.4643380549
2010-12-02,1676156.7565058356,1219971.3565782262
2010-12-03,1686314.6882795664,1227267.8668991455
2010-12-06,1691430.0528908642,1230893.3300924748
2010-12-07,1676458.603195243,1219900.5649749846
2010-12-08,1665995.4116972953,1212190.0472594793
2010-12-09,1668448.6548330302,1213878.8387606486
2010-12-10,1667529.7386445669,1213113.9422371348
2010-12-13,1674041.70763378,1217755.0663443066
2010-12-14,1666775.5002353555,1212372.7318892006
2010-12-15,1654196.653330828,1203126.9587068304
2010-12-16,1658881.9049439975,1206439.140151828
2010-12-17,1665555.585548294,1211196.894729627
2010-12-20,1671670.7794701525,1215547.754903159
2010-12-21,1679728.771933787,1221310.6151920692
2010-12-22,1680648.9051885377,1221882.7036161607
2010-12-23,1676086.1455158277,1218468.4641944678
2010-12-24,1676086.1455158277,1218371.760348103
2010-12-27,1681589.5787865089,1222275.5910588105
2010-12-28,1682507.9738601309,1222846.1271848981
2010-12-29,1692893.9050589725,1230297.5665754552
2010-12-30,1689032.8177147266,1227393.9085139225
2010-12-31,1696460.742449385,1232648.035345433
2011-01-03,1703134.2532777023,1237399.1777661818
2011-01-04,1692549.8326996008,1229610.9415886586
2011-01-05,1687066.8777902473,1225530.0725612969
2011-01-06,1683472.3851209418,1222821.673572185
2011-01-07,1685346.8081788025,1224086.1465014226
2011-01-10,1687587.5477432928,1225616.4708947844
2011-01-11,1689223.4021400756,1226707.24483194
2011-01-12,1697947.9022617617,1232945.5840344978
2011-01-13,1699877.8420036277,1234249.1350337814
2011-01-14,1700982.2896082557,1234953.0972599646
2011-01-17,1700982.2896082557,1234855.0851093882
2011-01-18,1705242.9507468017,1237850.1753012093
2011-01-19,1699167.4376599274,1233341.667263556
2011-01-20,1686845.58194175,1224299.9569054116
2011-01-21,1690686.1079533673,1226990.2154106887
2011-01-24,1695002.7580495276,1230025.5796316043
2011-01-25,1699885.356477073,1233471.1509955367
2011-01-26,1701785.5038667326,1234752.0417871505
2011-01-27,1702272.534807933,1235007.41706567
2011-01-28,1694800.5230740285,1229488.4179334324
2011-01-31,1700968.6644813828,1233778.0303526712
2011-02-01,1714154.222322717,1243244.1039806255
2011-02-02,1711251.3432272824,1241040.0297181597
2011-02-03,1713710.738738047,1242725.146388281
2011-02-04,1708726.3233446314,1239011.9877159568
2011-02-07,1714622.1186575359,1243188.7447492406
2011-02-08,1718982.2522007655,1246251.3988302718
2011-02-09,1720123.2258932341,1246979.6887914366
2011-02-10,1717593.0377528635,1245046.4970356114
2011-02-11,1723216.9466391373,1249024.3352195332
2011-02-14,1726240.0269876914,1251086.9984448347
2011-02-15,1726291.8853093341,1251025.2899804628
2011-02-16,1732334.5021707762,1254461.4174126496
2011-02-17,1738529.1819057527,1257970.4462951778
2011-02-18,1742030.024851812,1259917.0959684262
2011-02-21,1742030.024851812,1259817.1025481112
2011-02-22,1729979.4440493712,1251002.2685399489
2011-02-23,1726611.101903433,1248467.2290415633
2011-02-24,1723774.3564668559,1246316.9680737667
2011-02-25,1740110.6885972393,1258029.4885437633
2011-02-28,1752261.9003709492,1265355.0019690245
2011-03-01,1738879.2136502187,1255570.658645238
2011-03-02,1736034.2032031033,1253416.749244316
2011-03-03,1743598.2903511121,1258778.5428829973
2011-03-04,1741482.6351859116,1257151.2574327893
2011-03-07,1733133.5103804092,1251024.3704557698
2011-03-08,1739547.5529307753,1255554.9185906514
2011-03-09,1741685.466030671,1256998.354979343
2011-03-10,1723606.2711155666,1243850.5895840086
2011-03-11,1729010.4305237997,1247651.8146628842
2011-03-14,1721347.0782232096,1242022.929018347
2011-03-15,1705836.1300162827,1230732.5667534096
2011-03-16,1689893.873074455,1219132.8147410278
2011-03-17,1706289.9699214506,1230864.623274401
2011-03-18,1716779.246212701,1238333.573948868
2011-03-21,1731938.773890811,1249170.0436384163
2011-03-22,1728057.9897052036,1246271.866943645
2011-03-23,1728743.7517944765,1246667.5266859408
2011-03-24,1732774.4903189978,1249475.3145303428
2011-03-25,1731928.662904484,1248766.237522831
2011-03-28,1729093.5116761208,1246622.9102916955
2011-03-29,1732343.1569838088,1248866.865662977
2011-03-30,1744996.5158283703,1257872.344651133
2011-03-31,1746424.961986744,1258802.2020548193
2011-04-01,1750976.5696455997,1261983.0414206912
2011-04-04,1753990.122537624,1264054.8449353508
2011-04-05,1755661.6784506836,1265159.169786648
2011-04-06,1758069.4846816738,1266506.0930102125
2011-04-07,1752985.312928558,1262742.9600395847
2011-04-08,1753024.950299996,1262671.2946724026
2011-04-11,1749945.8113579722,1260353.2361055824
2011-04-12,1744355.1357199086,1256226.6684565914
2011-04-13,1747286.9320480255,1258238.3503278962
2011-04-14,1755011.3781013142,1263700.9390334252
2011-04-15,1765629.223722385,1270298.0628219098
2011-04-18,1755607.1660631418,1262986.7846445169
2011-04-19,1762826.4862104217,1268080.1388048434
2011-04-20,1778232.8465841813,1277309.1992689266
2011-04-21,1784935.1227947676,1281079.5099798327
2011-04-22,1784935.1227947676,1280977.8370028501
2011-04-25,1788320.1816966296,1282860.2987367264
2011-04-26,1797711.6699680646,1288168.4716183366
2011-04-27,1810579.811289359,1295463.3205504194
2011-04-28,1820784.7289994746,1301128.2565270613
2011-04-29,1825934.218726085,1303989.4952902098
2011-05-02,1822715.157107275,1301587.1137211283
2011-05-03,1817704.6110764535,1297905.8201163325
2011-05-04,1808661.63223788,1291345.8028099437
2011-05-05,1794369.7796375067,1281039.2373248672
2011-05-06,1798077.2030102431,1283584.3769497168
2011-05-09,1808133.4793751999,1290661.3288698462
2011-05-10,1815738.9304659532,1295987.7322527831
2011-05-11,1803812.3759257575,1287372.2710428247
2011-05-12,1805325.7488772748,1288350.1856824125
2011-05-13,1796491.8199525122,1281943.7027736392
2011-05-16,1795300.052949011,1280991.5380750461
2011-05-17,1796013.1493444627,1281398.6842124534
2011-05-18,1801484.474199998,1285200.6034658584
2011-05-19,1805531.5819817716,1287985.8585888625
2011-05-20,1802028.9324932857,1285385.0032619222
2011-05-23,1791719.6199816363,1277929.3687467938
2011-05-24,1795936.8572177242,1280835.8557569261
2011-05-25,1799819.1709750826,1283503.0114127058
2011-05-26,1809846.8326582252,1290552.1611381278
2011-05-27,1817766.2759287972,1296072.3973294785
2011-05-30,1817766.2759287972,1295969.5344408015
2011-05-31,1830760.7222248393,1304902.7155770673
2011-06-01,1816431.4082134075,1294585.714067981
2011-06-02,1810453.2247088621,1290222.2682561118
2011-06-03,1812628.9923333887,1291670.4337991585
2011-06-06,1802702.639841624,1284494.4506970884
2011-06-07,1808288.3231662824,1288372.5193004159
2011-06-08,1803297.7562086969,1284714.5793845071
2011-06-09,1804435.808393342,1285423.3948483036
2011-06-10,1787108.253404185,1272977.771180909
2011-06-13,1783859.8666074742,1270562.8779081723
2011-06-14,1792826.1870700486,1276848.345002589
2011-06-15,1783733.9820665065,1270271.5519320944
2011-06-16,1787156.2986928537,1272607.9114965713
2011-06-17,1794606.2846117923,1277811.9370870942
2011-06-20,1798446.1457256523,1280444.6163786245
2011-06-21,1810534.1622418736,1288949.3319379168
2011-06-22,1805973.3682450221,1285600.1293987914
2011-06-23,1794774.0444846319,1277525.747480135
2011-06-24,1786586.0239444447,1271596.098058583
2011-06-27,1788682.6129990607,1272917.3977757315
2011-06-28,1792354.3592710283,1275429.373727076
2011-06-29,1799286.8285875362,1280261.255706363
2011-06-30,1801461.7464688844,1281707.184757442
2011-07-01,1809712.8781592885,1287475.9917115804
2011-07-04,1809712.8781592885,1287373.8110773175
2011-07-05,1820187.3658135964,1294722.8653485193
2011-07-06,1825240.761541019,1298214.6554451897
2011-07-07,1831908.9695830469,1302854.4299442999
2011-07-08,1836312.8560785826,1305687.0028975168
2011-07-11,1826951.6407412535,1298927.2033213235
2011-07-12,1828380.14347948,1299839.7516178251
2011-07-13,1833346.632758206,1303267.387315267
2011-07-14,1823188.7142506528,1295943.0145522389
2011-07-15,1833195.7523255183,1302953.27698596
2011-07-18,1827474.0960806578,1298783.171493415
2011-07-19,1839895.903632552,1307144.0037410778
2011-07-20,1843259.8136705013,1308972.9076936836
2011-07-21,1848510.1007824556,1311872.5502886046
2011-07-22,1855548.2296337602,1315785.1789325941
2011-07-25,1849546.7840167133,1311425.0749298653
2011-07-26,1854036.9837406666,1314479.0238731923
2011-07-27,1831983.5252090907,1298739.1929221153
2011-07-28,1832363.085192784,1298905.1980008534
2011-07-29,1841111.3507205264,1305003.4836167728
2011-08-01,1834487.6743963526,1300204.9646593407
2011-08-02,1825655.5858961188,1293841.9741313895
2011-08-03,1827165.3054571257,1294809.2263978762
2011-08-04,1791280.939122327,1269277.2327684765
2011-08-05,1782265.015140283,1262787.9357620494
2011-08-08,1743879.082973614,1235490.1363418296
2011-08-09,1801800.46921421,1276427.783001727
2011-08-10,1788160.2222034498,1266663.4834732027
2011-08-11,1809623.2102515823,1281766.5045473005
2011-08-12,1817835.2345451775,1287481.400979717
2011-08-15,1840001.9719847355,1303078.806782705
2011-08-16,1840156.5699958033,1303084.873251465
2011-08-17,1848272.121674688,1308728.384705069
2011-08-18,1820695.917279714,1289098.3009620074
2011-08-19,1811098.3641024574,1282200.6835939486
2011-08-22,1819504.245372623,1288050.0212132034
2011-08-23,1829802.36812789,1295237.9661031459
2011-08-24,1819264.3573792074,1287635.4029058823
