feature,gain
f1,3.3302364349365234
f2,3.3268587589263916
f5,3.3254528045654297
f7,3.2421607971191406
f4,3.22091007232666
f3,3.2205467224121094
f6,3.1529104709625244
f0,3.058189630508423
